chr:start:end,chr,start,end
2:127640188:127640273,2,127640188,127640273
3:194224348:194224529,3,194224348,194224529
1:167499629:167500126,1,167499629,167500126
1:182175440:182175746,1,182175440,182175746
19:35014172:35014271,19,35014172,35014271
6:159091881:159092306,6,159091881,159092306
6:109384617:109384751,6,109384617,109384751
10:5810374:5810825,10,5810374,5810825
11:85681598:85681983,11,85681598,85681983
14:55119568:55119625,14,55119568,55119625
5:181163642:181163711,5,181163642,181163711
12:46270218:46270336,12,46270218,46270336
3:536546:536673,3,536546,536673
7:65240647:65240801,7,65240647,65240801
12:131091400:131091498,12,131091400,131091498
17:64180398:64180660,17,64180398,64180660
1:12068770:12068964,1,12068770,12068964
1:112718449:112718783,1,112718449,112718783
17:78890858:78891010,17,78890858,78891010
14:100728819:100729076,14,100728819,100729076
1:8889597:8889783,1,8889597,8889783
2:238231091:238231152,2,238231091,238231152
6:12033404:12033525,6,12033404,12033525
6:27867911:27867918,6,27867911,27867918
17:1575914:1575979,17,1575914,1575979
13:45333060:45333209,13,45333060,45333209
10:12447035:12447209,10,12447035,12447209
6:79948246:79948313,6,79948246,79948313
15:69804885:69805070,15,69804885,69805070
2:237906392:237906430,2,237906392,237906430
7:150738691:150738810,7,150738691,150738810
20:60088030:60088142,20,60088030,60088142
5:174312564:174312761,5,174312564,174312761
6:130076698:130077055,6,130076698,130077055
9:114617009:114617221,9,114617009,114617221
7:130398081:130398186,7,130398081,130398186
7:7568684:7568732,7,7568684,7568732
7:155594848:155595043,7,155594848,155595043
7:38348222:38348465,7,38348222,38348465
2:219333178:219333267,2,219333178,219333267
17:21113937:21114168,17,21113937,21114168
5:170298780:170298923,5,170298780,170298923
19:43410222:43410321,19,43410222,43410321
6:136990759:136991128,6,136990759,136991128
12:2230273:2230394,12,2230273,2230394
7:150568678:150568920,7,150568678,150568920
6:51297438:51297865,6,51297438,51297865
6:108581809:108582109,6,108581809,108582109
19:6251350:6251480,19,6251350,6251480
19:4061850:4061935,19,4061850,4061935
19:16329941:16330341,19,16329941,16330341
7:35692196:35692398,7,35692196,35692398
6:144347038:144347359,6,144347038,144347359
6:106971641:106971733,6,106971641,106971733
1:149639589:149639901,1,149639589,149639901
14:96588526:96588762,14,96588526,96588762
5:59036823:59037254,5,59036823,59037254
11:63683010:63683300,11,63683010,63683300
7:25095407:25095712,7,25095407,25095712
12:8709043:8709095,12,8709043,8709095
2:66422031:66422202,2,66422031,66422202
17:64331686:64331935,17,64331686,64331935
8:8780391:8780583,8,8780391,8780583
10:102498288:102498710,10,102498288,102498710
9:95751036:95751205,9,95751036,95751205
3:52195776:52195881,3,52195776,52195881
14:24310053:24310194,14,24310053,24310194
2:119281016:119281298,2,119281016,119281298
8:124103532:124103992,8,124103532,124103992
14:92492539:92492650,14,92492539,92492650
14:93232070:93232160,14,93232070,93232160
17:57851093:57851392,17,57851093,57851392
2:131802803:131802864,2,131802803,131802864
3:9600174:9600429,3,9600174,9600429
6:142943240:142943627,6,142943240,142943627
16:71847141:71847267,16,71847141,71847267
7:55516542:55516694,7,55516542,55516694
14:95622607:95622675,14,95622607,95622675
7:25094986:25095068,7,25094986,25095068
8:23091328:23091469,8,23091328,23091469
17:57852090:57852320,17,57852090,57852320
9:134390578:134390609,9,134390578,134390609
17:75269300:75269382,17,75269300,75269382
13:112607190:112607276,13,112607190,112607276
6:35725777:35725869,6,35725777,35725869
9:35641573:35641797,9,35641573,35641797
1:21101295:21101383,1,21101295,21101383
3:186617805:186617937,3,186617805,186617937
11:66959350:66959406,11,66959350,66959406
17:7260570:7260772,17,7260570,7260772
6:152680517:152680661,6,152680517,152680661
22:39877050:39877072,22,39877050,39877072
10:93725146:93725631,10,93725146,93725631
16:13694018:13694258,16,13694018,13694258
13:28409459:28409554,13,28409459,28409554
12:42298577:42298708,12,42298577,42298708
7:29574629:29574934,7,29574629,29574934
8:27337624:27337696,8,27337624,27337696
7:118993552:118993902,7,118993552,118993902
6:27542141:27542192,6,27542141,27542192
16:85751780:85751972,16,85751780,85751972
19:21611808:21612231,19,21611808,21612231
9:91196757:91197033,9,91196757,91197033
1:21149491:21149804,1,21149491,21149804
7:118994442:118994795,7,118994442,118994795
12:4203610:4203826,12,4203610,4203826
3:130853751:130854026,3,130853751,130854026
3:126910400:126910488,3,126910400,126910488
4:76630490:76630718,4,76630490,76630718
11:73981110:73981238,11,73981110,73981238
10:54187125:54187496,10,54187125,54187496
5:177943475:177943560,5,177943475,177943560
12:8948284:8948462,12,8948284,8948462
19:56301955:56302044,19,56301955,56302044
14:60531596:60531848,14,60531596,60531848
7:147311867:147312367,7,147311867,147312367
22:43857787:43857918,22,43857787,43857918
3:122922730:122922757,3,122922730,122922757
15:30163033:30163237,15,30163033,30163237
8:2195357:2195539,8,2195357,2195539
1:213978205:213978277,1,213978205,213978277
7:64313093:64313294,7,64313093,64313294
21:33059949:33060080,21,33059949,33060080
17:75075939:75076039,17,75075939,75076039
18:7372634:7372874,18,7372634,7372874
10:64040198:64040318,10,64040198,64040318
3:166167053:166167397,3,166167053,166167397
4:80203839:80203945,4,80203839,80203945
7:55535470:55535527,7,55535470,55535527
17:82522098:82522225,17,82522098,82522225
3:183662215:183662311,3,183662215,183662311
1:198524739:198525132,1,198524739,198525132
18:48780974:48781048,18,48780974,48781048
6:116636266:116636396,6,116636266,116636396
3:186916772:186916979,3,186916772,186916979
3:148901187:148901837,3,148901187,148901837
21:25566856:25567124,21,25566856,25567124
6:37657691:37657734,6,37657691,37657734
11:20363115:20363340,11,20363115,20363340
11:126226491:126226566,11,126226491,126226566
7:97928746:97928850,7,97928746,97928850
13:23584197:23584514,13,23584197,23584514
3:71701384:71701608,3,71701384,71701608
5:34040711:34040726,5,34040711,34040726
15:33125597:33125945,15,33125597,33125945
2:109316626:109316732,2,109316626,109316732
13:49021480:49021723,13,49021480,49021723
17:77247836:77248116,17,77247836,77248116
6:15690333:15690482,6,15690333,15690482
3:32901946:32902048,3,32901946,32902048
3:187671627:187671866,3,187671627,187671866
12:124636388:124636484,12,124636388,124636484
6:146719574:146719768,6,146719574,146719768
19:56067195:56067305,19,56067195,56067305
2:44262328:44262544,2,44262328,44262544
11:121429635:121429900,11,121429635,121429900
3:186917419:186917646,3,186917419,186917646
18:51194102:51194162,18,51194102,51194162
3:122579101:122579289,3,122579101,122579289
6:40586127:40586201,6,40586127,40586201
4:80016172:80016318,4,80016172,80016318
13:67234734:67235012,13,67234734,67235012
9:104672231:104672474,9,104672231,104672474
3:58009979:58010055,3,58009979,58010055
19:40596743:40596781,19,40596743,40596781
2:101705104:101705277,2,101705104,101705277
7:31051630:31051829,7,31051630,31051829
20:58237590:58237893,20,58237590,58237893
3:188712366:188712536,3,188712366,188712536
2:74037041:74037260,2,74037041,74037260
8:66611950:66612114,8,66611950,66612114
6:145625776:145625900,6,145625776,145625900
3:72739475:72739597,3,72739475,72739597
16:90007779:90007853,16,90007779,90007853
5:149359998:149360164,5,149359998,149360164
1:12065039:12065334,1,12065039,12065334
14:51863227:51863617,14,51863227,51863617
3:82712249:82712293,3,82712249,82712293
18:55208081:55208310,18,55208081,55208310
4:83128662:83128754,4,83128662,83128754
5:119357178:119357495,5,119357178,119357495
19:40571461:40571623,19,40571461,40571623
18:56161125:56161241,18,56161125,56161241
13:46555121:46555512,13,46555121,46555512
5:177874659:177874826,5,177874659,177874826
20:44522593:44522809,20,44522593,44522809
16:73071835:73072188,16,73071835,73072188
6:31464825:31465295,6,31464825,31465295
11:17477405:17477596,11,17477405,17477596
8:31336612:31336895,8,31336612,31336895
7:76398063:76398293,7,76398063,76398293
7:26372863:26373139,7,26372863,26373139
3:119106634:119106696,3,119106634,119106696
7:73624828:73624917,7,73624828,73624917
X:259813:259964,X,259813,259964
4:25422044:25422407,4,25422044,25422407
10:30560816:30560911,10,30560816,30560911
8:48319559:48319964,8,48319559,48319964
21:31659048:31659137,21,31659048,31659137
4:2818818:2818838,4,2818818,2818838
17:73230946:73231028,17,73230946,73231028
22:40414778:40415099,22,40414778,40415099
7:1743349:1743420,7,1743349,1743420
1:227955504:227955700,1,227955504,227955700
X:679105:679228,X,679105,679228
7:3147601:3147936,7,3147601,3147936
17:17723054:17723115,17,17723054,17723115
19:48795940:48796163,19,48795940,48796163
9:35651291:35651586,9,35651291,35651586
8:102807676:102807720,8,102807676,102807720
14:55120077:55120139,14,55120077,55120139
19:54919874:54920021,19,54919874,54920021
5:6774762:6774784,5,6774762,6774784
7:18665713:18665791,7,18665713,18665791
20:10469042:10469201,20,10469042,10469201
14:68790577:68790681,14,68790577,68790681
15:35658665:35659070,15,35658665,35659070
7:14408157:14408388,7,14408157,14408388
1:169107976:169108180,1,169107976,169108180
8:1507913:1508082,8,1507913,1508082
15:41150953:41151102,15,41150953,41151102
6:44341611:44341673,6,44341611,44341673
5:14666628:14666861,5,14666628,14666861
20:63028858:63028904,20,63028858,63028904
18:79616657:79616702,18,79616657,79616702
19:1457684:1457762,19,1457684,1457762
1:150575108:150575348,1,150575108,150575348
6:3942050:3942266,6,3942050,3942266
9:96141990:96142268,9,96141990,96142268
14:27534838:27535023,14,27534838,27535023
12:3074480:3074650,12,3074480,3074650
4:87828692:87828847,4,87828692,87828847
3:152375684:152375792,3,152375684,152375792
6:32311563:32311723,6,32311563,32311723
10:10596312:10596733,10,10596312,10596733
17:29807125:29807340,17,29807125,29807340
8:8995763:8996018,8,8995763,8996018
3:42810963:42811010,3,42810963,42811010
3:112972578:112972824,3,112972578,112972824
13:49552173:49552258,13,49552173,49552258
12:113582414:113582612,12,113582414,113582612
7:73379129:73379202,7,73379129,73379202
12:110738023:110738373,12,110738023,110738373
6:12211121:12211137,6,12211121,12211137
3:119239182:119239355,3,119239182,119239355
1:108878875:108879054,1,108878875,108879054
11:67405895:67405981,11,67405895,67405981
6:35343897:35344043,6,35343897,35344043
7:37407645:37407764,7,37407645,37407764
17:64834022:64834249,17,64834022,64834249
17:5652816:5653202,17,5652816,5653202
6:105991235:105991679,6,105991235,105991679
11:36558477:36558911,11,36558477,36558911
4:3489776:3489831,4,3489776,3489831
9:90800997:90801141,9,90800997,90801141
2:171125417:171125789,2,171125417,171125789
19:55251171:55251330,19,55251171,55251330
8:144008924:144009114,8,144008924,144009114
4:39447844:39447982,4,39447844,39447982
4:87532218:87532726,4,87532218,87532726
14:95642963:95643163,14,95642963,95643163
3:197709012:197709238,3,197709012,197709238
22:21552188:21552251,22,21552188,21552251
17:78926040:78926076,17,78926040,78926076
8:36314628:36315015,8,36314628,36315015
6:31355476:31355507,6,31355476,31355507
18:32042051:32042209,18,32042051,32042209
7:23207277:23207502,7,23207277,23207502
2:220591630:220592156,2,220591630,220592156
5:62690445:62690603,5,62690445,62690603
6:33578570:33578687,6,33578570,33578687
4:58492240:58492563,4,58492240,58492563
11:102318315:102318467,11,102318315,102318467
3:133575288:133575419,3,133575288,133575419
5:152481180:152481480,5,152481180,152481480
4:155343789:155344325,4,155343789,155344325
6:35487978:35488198,6,35487978,35488198
17:82399999:82400100,17,82399999,82400100
4:188798939:188799245,4,188798939,188799245
13:26100017:26100221,13,26100017,26100221
19:35448212:35448621,19,35448212,35448621
5:150764770:150765071,5,150764770,150765071
3:30608768:30609080,3,30608768,30609080
15:87589093:87589541,15,87589093,87589541
1:11735689:11735848,1,11735689,11735848
3:191270971:191271128,3,191270971,191271128
17:74778914:74779104,17,74778914,74779104
4:15683049:15683265,4,15683049,15683265
16:85026914:85027071,16,85026914,85027071
7:155857036:155857274,7,155857036,155857274
17:50919311:50919458,17,50919311,50919458
17:37291595:37292082,17,37291595,37292082
2:234761270:234761362,2,234761270,234761362
2:126310518:126310566,2,126310518,126310566
3:56682043:56682183,3,56682043,56682183
14:101075193:101075449,14,101075193,101075449
22:19688797:19688895,22,19688797,19688895
3:183847951:183848227,3,183847951,183848227
3:130344503:130344662,3,130344503,130344662
8:127811772:127811977,8,127811772,127811977
19:22417319:22417822,19,22417319,22417822
2:96164238:96164520,2,96164238,96164520
11:5416959:5417122,11,5416959,5417122
7:71727207:71727372,7,71727207,71727372
19:41565585:41565718,19,41565585,41565718
17:77444136:77444274,17,77444136,77444274
3:192062328:192062635,3,192062328,192062635
6:89073775:89074170,6,89073775,89074170
11:47394001:47394024,11,47394001,47394024
2:100631488:100631654,2,100631488,100631654
6:13445849:13446067,6,13445849,13446067
6:150036685:150037142,6,150036685,150037142
18:58059776:58059857,18,58059776,58059857
3:150385383:150385846,3,150385383,150385846
1:76293896:76294104,1,76293896,76294104
7:38360194:38360584,7,38360194,38360584
1:150563958:150564398,1,150563958,150564398
12:104498964:104499297,12,104498964,104499297
19:47920842:47920880,19,47920842,47920880
14:70818442:70818803,14,70818442,70818803
3:185646448:185646600,3,185646448,185646600
20:55815745:55815839,20,55815745,55815839
19:10783788:10783845,19,10783788,10783845
4:9214972:9215010,4,9214972,9215010
11:45103468:45103846,11,45103468,45103846
14:92424796:92425050,14,92424796,92425050
11:82851382:82851694,11,82851382,82851694
13:29361862:29362005,13,29361862,29362005
1:237865571:237865715,1,237865571,237865715
2:89927780:89928111,2,89927780,89928111
3:172514081:172514134,3,172514081,172514134
12:120935886:120936195,12,120935886,120936195
14:91369717:91369859,14,91369717,91369859
2:224926438:224926631,2,224926438,224926631
11:67407152:67407309,11,67407152,67407309
16:1941711:1941756,16,1941711,1941756
7:135152802:135152908,7,135152802,135152908
6:47580478:47580838,6,47580478,47580838
1:64505173:64505302,1,64505173,64505302
7:154786814:154786874,7,154786814,154786874
3:151892401:151892579,3,151892401,151892579
17:40021200:40021282,17,40021200,40021282
7:73236345:73236377,7,73236345,73236377
11:58576933:58577067,11,58576933,58577067
8:143546135:143546314,8,143546135,143546314
1:67683488:67683569,1,67683488,67683569
15:51621280:51621423,15,51621280,51621423
2:100631999:100632154,2,100631999,100632154
2:169767025:169767069,2,169767025,169767069
18:62949979:62950081,18,62949979,62950081
4:101877441:101877753,4,101877441,101877753
5:14795402:14795669,5,14795402,14795669
8:6995807:6995874,8,6995807,6995874
22:26642872:26642969,22,26642872,26642969
8:127438176:127438339,8,127438176,127438339
7:100217494:100217583,7,100217494,100217583
